UNIQUE°,ID° ,NAME,INSCRIPTION,LONGITUDE,LATITUDE,HECTARES,CATEGORIE,PAYS,REGIONS
2105,1513,Parc national de Khangchendzonga,2016,88.3772222222,27.7647222222,178400.0000,Mixed,Inde,Asie et pacifique
700,592,Ensemble de Borobudur,1991,110.2036100000,-7.6077800000,25.5100,Cultural,Indonésie,Asie et pacifique
701,593,Site des premiers hommes de Sangiran,1996,110.8166667000,-7.4000000000,5600.0000,Cultural,Indonésie,Asie et pacifique
722,608,Parc national de Ujung Kulon,1991,105.3333333000,-6.7500000000,78525.0000,Natural,Indonésie,Asie et pacifique
723,609,Parc national de Komodo,1991,119.4894400000,-8.5433300000,219322.0000,Natural,Indonésie,Asie et pacifique
762,642,Ensemble de Prambanan,1991,110.4916700000,-7.7522200000,0.0000,Cultural,Indonésie,Asie et pacifique
1118,955,Parc national de Lorentz,1999,137.8333300000,-4.7500000000,2350000.0000,Natural,Indonésie,Asie et pacifique
1344,1167,Patrimoine des forêts tropicales ombrophiles de Sumatra,2004,101.5000000000,-2.5000000000,2595124.0000,Natural,Indonésie,Asie et pacifique
1836,1194,Paysage culturel de la province de Bali : le système des <em>subak</em> en tant que manifestation de la philosophie du <em>Tri Hita Karana</em>,2012,115.4027777778,-8.2591666667,19519.9000,Cultural,Indonésie,Asie et pacifique
122,113,Tchoga Zanbil,1979,48.5333333300,32.0833000000,0.0000,Cultural,Iran (République islamique d'),Asie et pacifique
123,114,Persépolis,1979,52.8902800000,29.9344400000,12.5000,Cultural,Iran (République islamique d'),Asie et pacifique
125,115,"Meidan Emam, Ispahan",1979,51.6777777777,32.6574500000,0.0000,Cultural,Iran (République islamique d'),Asie et pacifique
1254,1077,Takht-e Sulaiman,2003,47.2350000000,36.6038888900,10.0000,Cultural,Iran (République islamique d'),Asie et pacifique
1284,1106,Pasargades,2004,53.1672900000,30.1938300000,159.6500,Cultural,Iran (République islamique d'),Asie et pacifique
1365,1188,Soltaniyeh,2005,48.7966700000,36.4352800000,790.1400,Cultural,Iran (République islamique d'),Asie et pacifique
1564,1208,Bam et son paysage culturel,2004,58.3666666667,29.1168300000,0.0000,Cultural,Iran (République islamique d'),Asie et pacifique
1399,1222,Behistun,2006,47.4366666666,34.3883333333,187.0000,Cultural,Iran (République islamique d'),Asie et pacifique
1542,1262,Ensembles monastiques arméniens de l'Iran,2008,45.4733333333,38.9788888889,129.2819,Cultural,Iran (République islamique d'),Asie et pacifique
1599,1315,Système hydraulique historique de Shushtar ,2009,48.8358333333,32.0186111111,240.4152,Cultural,Iran (République islamique d'),Asie et pacifique
1680,1345,Ensemble du Khānegāh et du sanctuaire de Cheikh Safi al-Din à Ardabil,2010,48.2913888889,38.2486111111,2.1353,Cultural,Iran (République islamique d'),Asie et pacifique
1681,1346,Ensemble du bazar historique de Tabriz,2010,46.2930555556,38.0813888889,28.9733,Cultural,Iran (République islamique d'),Asie et pacifique
1768,1372,Le jardin persan,2011,53.1666666667,30.1666666667,716.3500,Cultural,Iran (République islamique d'),Asie et pacifique
1821,1397,Masjed-e Jāme’ d’Ispahan,2012,51.6852777778,32.6697222222,2.0756,Cultural,Iran (République islamique d'),Asie et pacifique
1822,1398,Gonbad-e Qābus,2012,55.1690000000,37.2580277778,1.4754,Cultural,Iran (République islamique d'),Asie et pacifique
1888,1422,Palais du Golestan,2013,51.4205111111,35.6803666667,5.3000,Cultural,Iran (République islamique d'),Asie et pacifique
2073,1423,Paysage culturel de Maymand,2015,55.3755555556,30.1680555556,4953.8500,Cultural,Iran (République islamique d'),Asie et pacifique
1999,1455,Suse,2015,48.2561111111,32.1894444444,350.0000,Cultural,Iran (République islamique d'),Asie et pacifique
2000,1456,Shahr-i-Sokhta,2014,61.3277777778,30.5938888889,275.0000,Cultural,Iran (République islamique d'),Asie et pacifique
2095,1505,Désert de Lout,2016,58.8388888889,30.2161111111,2278012.0000,Natural,Iran (République islamique d'),Asie et pacifique
2096,1506,Le qanat perse,2016,58.6544444444,34.2900000000,,Cultural,Iran (République islamique d'),Asie et pacifique
1456,276,Ville archéologique de Samarra,2007,43.8235430555,34.3409894444,15058.0000,Cultural,Iraq,États arabes
309,277,Hatra,1985,42.7183300000,35.5880600000,323.7500,Cultural,Iraq,États arabes
1310,1130,Assour (Qal'at Cherqat),2003,43.2597200000,35.4588900000,70.0000,Cultural,Iraq,États arabes
1980,1437,Citadelle d’Erbil,2014,44.0091666667,36.1911111111,15.6000,Cultural,Iraq,États arabes
2042,1481,Les Ahwar du sud de l’Iraq : refuge de biodiversité et paysage relique des villes mésopotamiennes,2016,47.6577777778,31.5622222222,211544.0000,Mixed,Iraq,États arabes
780,659,Brú na Bóinne - Ensemble archéologique de la Vallée de la Boyne,1993,-6.4500000000,53.6916700000,770.0000,Cultural,Irlande,Europe et Amérique du nord
892,757,Sceilg Mhichíl,1996,-10.5386100000,51.7719400000,21.9000,Cultural,Irlande,Europe et Amérique du nord
1214,1040,Masada,2001,35.3527500000,31.3135000000,276.0000,Cultural,Israël,Europe et Amérique du nord
1217,1042,Vieille ville d’Acre,2001,35.0838888900,32.9283333300,63.3000,Cultural,Israël,Europe et Amérique du nord
1274,1096,Ville blanche de Tel-Aviv – le mouvement moderne,2003,34.7833333300,32.0666666700,140.4000,Cultural,Israël,Europe et Amérique du nord
1286,1107,Route de l’encens – Villes du désert du Néguev,2005,35.1608300000,30.5411100000,6655.0000,Cultural,Israël,Europe et Amérique du nord
1287,1108,"Tels bibliques – Megiddo, Hazor, Beer-Sheba",2005,35.1822200000,32.5972200000,96.0400,Cultural,Israël,Europe et Amérique du nord
1581,1220,Lieux saints bahá’is à Haïfa et en Galilée occidentale,2008,34.9716488888,32.8293966667,62.5800,Cultural,Israël,Europe et Amérique du nord
1969,1370,"Les grottes de Maresha et de Bet-Guvrin en basse Judée, un microcosme du pays des grottes",2014,34.8955555556,31.6000000000,259.0000,Cultural,Israël,Europe et Amérique du nord
1818,1393,Sites de l’évolution humaine du mont Carmel : les grottes de Nahal Me’arot / Wadi el-Mughara,2012,34.9652777778,32.6700000000,54.0000,Cultural,Israël,Europe et Amérique du nord
2032,1471,Nécropole de Bet She’arim – Un haut lieu du renouveau juif,2015,35.1269444444,32.7022222222,12.2000,Cultural,Israël,Europe et Amérique du nord
100,93,L'église et le couvent dominicain de Santa Maria delle Grazie avec « La Cène » de Léonard de Vinci,1980,9.1705000000,45.4658888900,1.5000,Cultural,Italie,Europe et Amérique du nord
101,94,Art rupestre du Valcamonica,1979,10.2973333300,45.9570555600,432.3000,Cultural,Italie,Europe et Amérique du nord
2127,174,Centre historique de Florence,1982,11.2561100000,43.7730600000,505.0000,Cultural,Italie,Europe et Amérique du nord
1891,175,Villas et jardins des Médicis en Toscane,2013,11.3041666667,43.8577777778,125.4000,Cultural,Italie,Europe et Amérique du nord
454,394,Venise et sa lagune,1987,12.3389444400,45.4343055600,0.0000,Cultural,Italie,Europe et Amérique du nord
1558,395,Piazza del Duomo à Pise,1987,10.3963888900,43.7230555600,8.8700,Cultural,Italie,Europe et Amérique du nord
459,398,Castel del Monte,1996,16.2709444400,41.0848055600,3.1000,Cultural,Italie,Europe et Amérique du nord
646,549,"Palais royal du XVIIIe siècle de Caserte avec le parc, l’aqueduc de Vanvitelli et l’ensemble de San Leucio",1997,14.3263900000,41.0733300000,87.3700,Cultural,Italie,Europe et Amérique du nord
647,550,Centre historique de San Gimignano,1990,11.0416700000,43.4680600000,13.8800,Cultural,Italie,Europe et Amérique du nord
793,670,Les Sassi et le parc des églises rupestres de Matera,1993,16.6102777800,40.6663888900,1016.0000,Cultural,Italie,Europe et Amérique du nord
843,712,Ville de Vicence et les villas de Palladio en Vénétie,1994,11.5494444400,45.5491666700,333.8700,Cultural,Italie,Europe et Amérique du nord
848,717,Centre historique de Sienne,1995,11.3316666700,43.3186111100,170.0000,Cultural,Italie,Europe et Amérique du nord
1867,726,Centre historique de Naples,1995,14.2627777800,40.8513888900,1021.0000,Cultural,Italie,Europe et Amérique du nord
862,730,Crespi d'Adda,1995,9.5383300000,45.5933300000,0.0000,Cultural,Italie,Europe et Amérique du nord
867,733,"Ferrare, ville de la Renaissance, et son delta du Pô",1995,11.6194444400,44.8377777800,46712.0000,Cultural,Italie,Europe et Amérique du nord
930,787,Les <I>trulli</I> d'Alberobello,1996,17.2369400000,40.7825000000,10.5200,Cultural,Italie,Europe et Amérique du nord
931,788,Monuments paléochrétiens de Ravenne,1996,12.1962500000,44.4204166700,1.3200,Cultural,Italie,Europe et Amérique du nord
932,789,Centre historique de la ville de Pienza,1996,11.6786111100,43.0769444400,4.4100,Cultural,Italie,Europe et Amérique du nord
942,797,Ville de Vérone,2000,10.9938888900,45.4386111100,452.9000,Cultural,Italie,Europe et Amérique du nord
1736,823,Résidences des Savoie,1997,7.6857200000,45.0725300000,370.8200,Cultural,Italie,Europe et Amérique du nord
973,824,"Jardin botanique (Orto botanico), Padoue",1997,11.8806666700,45.3991111100,2.2000,Cultural,Italie,Europe et Amérique du nord
974,825,Zone archéologique et la basilique patriarcale d’Aquilée,1998,13.3675000000,45.7683333300,155.3000,Cultural,Italie,Europe et Amérique du nord
975,826,"Portovenere, Cinque Terre et les îles (Palmaria, Tino et Tinetto)",1997,9.7291700000,44.1069400000,4689.2500,Cultural,Italie,Europe et Amérique du nord
976,827,"Cathédrale, Torre Civica et Piazza Grande, Modène",1997,10.9256800000,44.6462400000,1.2000,Cultural,Italie,Europe et Amérique du nord
977,828,Centre historique d’Urbino,1998,12.6333300000,43.7250000000,29.2300,Cultural,Italie,Europe et Amérique du nord
978,829,"Zones archéologiques de Pompéi, Herculanum et Torre Annunziata",1997,14.4833333300,40.7500000000,98.0500,Cultural,Italie,Europe et Amérique du nord
979,830,Côte amalfitaine,1997,14.6000000000,40.6500000000,11231.0000,Cultural,Italie,Europe et Amérique du nord
980,831,Zone archéologique d’Agrigente,1997,13.5933333300,37.2897222200,934.0000,Cultural,Italie,Europe et Amérique du nord
981,832,Villa romaine du Casale,1997,14.3341700000,37.3661100000,8.9200,Cultural,Italie,Europe et Amérique du nord
982,833,Su Nuraxi de Barumini,1997,8.9913888890,39.7058333300,2.3254,Cultural,Italie,Europe et Amérique du nord
993,842,"Parc national du Cilento et du Vallo Diano, avec les sites archéologiques de Paestum et Velia et la Chartreuse de Padula",1998,15.2666666700,40.2833333300,159109.7300,Cultural,Italie,Europe et Amérique du nord
1060,907,Villa Adriana (Tivoli),1999,12.7719722200,41.9441666700,80.0000,Cultural,Italie,Europe et Amérique du nord
1061,908,Isole Eolie (Îles Eoliennes),2000,14.9455833300,38.4878611100,1216.0000,Natural,Italie,Europe et Amérique du nord
1154,990,"Assise, la Basilique de San Francesco et autres sites franciscains",2000,12.6224444400,43.0661666700,14563.2500,Cultural,Italie,Europe et Amérique du nord
1196,1024,Villes du baroque tardif de la vallée de Noto (sud-est de la Sicile),2002,15.0689166700,36.8931944400,112.7900,Cultural,Italie,Europe et Amérique du nord
1197,1025,"Villa d'Este, Tivoli",2001,12.7962500000,41.9639166700,4.5000,Cultural,Italie,Europe et Amérique du nord
1199,1026,Vallée de l'Orcia,2004,11.5500000000,43.0666666700,61187.9609,Cultural,Italie,Europe et Amérique du nord
1245,1068,<I>Sacri Monti</I> du Piémont et de Lombardie,2003,9.1695555560,45.9745555600,90.5000,Cultural,Italie,Europe et Amérique du nord
1338,1158,Nécropoles étrusques de Cerveteri et de Tarquinia,2004,12.1018888900,42.0068333300,326.9300,Cultural,Italie,Europe et Amérique du nord
1377,1200,Syracuse et la nécropole rocheuse de Pantalica,2005,15.2930600000,37.0594400000,898.4600,Cultural,Italie,Europe et Amérique du nord
1388,1211,"Gênes, les <i>Strade Nuove</i> et le système des palais des <i>Rolli</i>",2006,8.9311111111,44.4122222222,15.7770,Cultural,Italie,Europe et Amérique du nord
1609,1237,Les Dolomites,2009,12.1630555556,46.6130555556,141902.8000,Natural,Italie,Europe et Amérique du nord
1518,1287,Mantoue et Sabbioneta,2008,10.7944444444,45.1594444444,235.0000,Cultural,Italie,Europe et Amérique du nord
1780,1318,Les Lombards en Italie. Lieux de pouvoir (568-774 après J.-C.),2011,13.4330555556,46.0941666667,14.0800,Cultural,Italie,Europe et Amérique du nord
1971,1390,Paysage viticole du Piémont : Langhe-Roero et Monferrato,2014,7.9636111111,44.6086111111,10789.0000,Cultural,Italie,Europe et Amérique du nord
1910,1427,Mont Etna,2013,14.9966666667,37.7561111111,19237.0000,Natural,Italie,Europe et Amérique du nord
2048,1487,Palerme arabo-normande et les cathédrales de Cefalú et Monreale,2015,13.3530555556,38.1108333333,6.2350,Cultural,Italie,Europe et Amérique du nord
2015,1356,Montagnes bleues et monts John Crow,2015,-76.5711111111,18.0775000000,26251.6000,Mixed,Jamaïque,Amérique latine et Caraïbes
781,660,Monuments bouddhiques de la région d'Horyu-ji,1993,135.7333333000,34.6166666700,15.0300,Cultural,Japon,Asie et pacifique
782,661,Himeji-jo,1993,134.7000000000,34.8333333300,107.0000,Cultural,Japon,Asie et pacifique
783,662,Yakushima,1993,130.5333333000,30.3333333300,10747.0000,Natural,Japon,Asie et pacifique
784,663,Shirakami-Sanchi,1993,140.1300000000,40.4700000000,16971.0000,Natural,Japon,Asie et pacifique
814,688,"Monuments historiques de l'ancienne Kyoto (villes de Kyoto, Uji et Otsu)",1994,135.7694444000,34.9805555600,1056.0000,Cultural,Japon,Asie et pacifique
868,734,Villages historiques de Shirakawa-go et Gokayama,1995,136.8833333000,36.4000000000,68.0000,Cultural,Japon,Asie et pacifique
917,775,Mémorial de la paix d'Hiroshima (Dôme de Genbaku),1996,132.4500000000,34.3833333300,0.4000,Cultural,Japon,Asie et pacifique
918,776,Sanctuaire shinto d'Itsukushima,1996,132.3246389000,34.2944166700,431.2000,Cultural,Japon,Asie et pacifique
1021,870,Monuments historiques de l'ancienne Nara,1998,135.8394444000,34.6755555600,617.0000,Cultural,Japon,Asie et pacifique
1066,913,Sanctuaires et temples de Nikko,1999,139.6105556000,36.7475000000,50.8000,Cultural,Japon,Asie et pacifique
1136,972,Sites Gusuku et biens associés du royaume des Ryukyu,2000,127.6827778000,26.2086111100,54.9000,Cultural,Japon,Asie et pacifique
2183,1142,Sites sacrés et chemins de pèlerinage dans les monts Kii,2004,135.7763889000,33.8369444400,506.4000,Cultural,Japon,Asie et pacifique
1370,1193,Shiretoko,2005,144.9658300000,43.9494400000,71100.0000,Natural,Japon,Asie et pacifique
1737,1246,Mine d’argent d'Iwami Ginzan et son paysage culturel,2007,132.4350000000,35.1127777777,529.1700,Cultural,Japon,Asie et pacifique
1771,1277,"Hiraizumi – Temples, jardins et sites archéologiques représentant la Terre Pure bouddhiste",2011,141.1077777778,39.0011111111,176.2000,Cultural,Japon,Asie et pacifique
1770,1362,Îles d’Ogasawara,2011,142.0997222222,27.7183333333,7939.0000,Natural,Japon,Asie et pacifique
1883,1418,"Fujisan, lieu sacré et source d'inspiration artistique",2013,138.7275000000,35.3608333333,20702.1000,Cultural,Japon,Asie et pacifique
1992,1449,Filature de soie de Tomioka et sites associés,2014,138.8877777778,36.2552777778,7.2000,Cultural,Japon,Asie et pacifique
2045,1484,"Sites de la révolution industrielle Meiji au Japon : sidérurgie, construction navale et extraction houillère",2015,131.4122222222,34.4305555556,306.6600,Cultural,Japon,Asie et pacifique
165,148,Vieille ville de Jérusalem et ses remparts,1981,35.2166666700,31.7833333300,0.0000,Cultural,Jérusalem (site proposé par la Jordanie),États arabes
370,326,Petra,1985,35.4433300000,30.3305600000,26171.0000,Cultural,Jordanie,États arabes
372,327,Qusair Amra,1985,36.5858300000,31.8019400000,0.0000,Cultural,Jordanie,États arabes
1271,1093,Um er-Rasas (Kastrom Mefa’a),2004,35.9205600000,31.5016700000,23.9280,Cultural,Jordanie,États arabes
1758,1377,Zone protégée du Wadi Rum,2011,35.4338888889,29.6397222222,74179.7000,Mixed,Jordanie,États arabes
2019,1446,Site du baptême « Béthanie au-delà du Jourdain » (Al-Maghtas),2015,35.5527777778,31.8372222222,294.1550,Cultural,Jordanie,États arabes
1543,1102,Saryarka - Steppe et lacs du Kazakhstan septentrional,2008,69.1888888889,50.4333333333,450344.0000,Natural,Kazakhstan,Asie et pacifique
1281,1103,Mausolée de Khoja Ahmad Yasawi,2003,68.2744444400,43.2930555600,0.5500,Cultural,Kazakhstan,Asie et pacifique
1326,1145,Pétroglyphes du paysage archéologique de Tamgaly,2004,75.5350000000,43.8033333300,900.0000,Cultural,Kazakhstan,Asie et pacifique
1902,800,Parc national/Forêt naturelle du mont Kenya,1997,37.3155555556,-0.1550000000,202334.0000,Natural,Kenya,Afrique
947,801,Parcs nationaux du Lac Turkana,1997,36.5036666700,3.0513055560,161485.0000,Natural,Kenya,Afrique
1229,1055,Vieille ville de Lamu,2001,40.8525000000,-2.2844444440,15.6000,Cultural,Kenya,Afrique
1749,1060,Réseau des lacs du Kenya dans la vallée du Grand Rift,2011,36.2400000000,-0.4425000000,32034.0000,Natural,Kenya,Afrique
1589,1231,Forêts sacrées de kayas des Mijikenda,2008,39.5961111111,-3.9319444444,1538.0000,Cultural,Kenya,Afrique
1847,1295,"Fort Jésus, Mombasa",2011,39.6794444444,-4.0627777778,2.3600,Cultural,Kenya,Afrique
1683,1325,Aire protégée des îles Phoenix,2010,-172.8575000000,-3.6497222222,40825000.0000,Natural,Kiribati,Asie et pacifique
1699,1230,Montagne sacrée de Sulaiman-Too,2009,72.7827777778,40.5311111111,112.0000,Cultural,Kirghizistan,Asie et pacifique
1954,479,Ville de Luang Prabang,1995,102.1333300000,19.8888900000,820.0000,Cultural,République démocratique populaire lao,Asie et pacifique
560,481,Vat Phou et les anciens établissements associés du paysage culturel de Champassak,2001,105.8222222222,14.8483333333,39000.0000,Cultural,République démocratique populaire lao,Asie et pacifique
1003,852,Centre historique de Riga,1997,24.1166700000,56.9541700000,438.3000,Cultural,Lettonie,Europe et Amérique du nord
329,293,Anjar,1984,35.9297200000,33.7258300000,0.0000,Cultural,Liban,États arabes
330,294,Baalbek,1984,36.2049400000,34.0070700000,0.0000,Cultural,Liban,États arabes
331,295,Byblos,1984,35.6475000000,34.1191700000,0.0000,Cultural,Liban,États arabes
335,299,Tyr,1984,35.1944400000,33.2719400000,153.8000,Cultural,Liban,États arabes
1001,850,Ouadi Qadisha ou Vallée sainte et forêt des cèdres de Dieu (Horsh Arz el-Rab),1998,36.0488900000,34.2433300000,0.0000,Cultural,Liban,États arabes
203,183,Site archéologique de Leptis Magna,1982,14.2930600000,32.6383300000,0.0000,Cultural,Libye,États arabes
204,184,Site archéologique de Sabratha,1982,12.4850000000,32.8052800000,0.0000,Cultural,Libye,États arabes
211,190,Site archéologique de Cyrène,1982,21.8583300000,32.8250000000,0.0000,Cultural,Libye,États arabes
321,287,Sites rupestres du Tadrart Acacus,1985,10.3333300000,24.8333300000,0.0000,Cultural,Libye,États arabes
415,362,Ancienne ville de Ghadamès,1986,9.5000000000,30.1333333300,0.0000,Cultural,Libye,États arabes
1929,541,Centre historique de Vilnius,1994,25.2930600000,54.6866700000,352.0900,Cultural,Lituanie,Europe et Amérique du nord
1317,1137,Site archéologique de Kernavė (Réserve culturelle de Kernavė),2004,24.8305555600,54.8877777800,194.4000,Cultural,Lituanie,Europe et Amérique du nord
827,699,Ville de Luxembourg : vieux quartiers et fortifications,1994,6.1333300000,49.6100000000,29.9400,Cultural,Luxembourg,Europe et Amérique du nord
576,494,Réserve naturelle intégrale du Tsingy de Bemaraha,1990,44.7500000000,-18.6666700000,152000.0000,Natural,Madagascar,Afrique
1111,950,Colline royale d'Ambohimanga,2001,47.5627800000,-18.7591700000,59.0000,Cultural,Madagascar,Afrique
1434,1257,Forêts humides de l’Atsinanana,2007,49.7025000000,-14.4597222222,479660.7000,Natural,Madagascar,Afrique
323,289,Parc national du lac Malawi,1984,34.8833300000,-14.0333300000,9400.0000,Natural,Malawi,Afrique
1450,476,Art rupestre de Chongoni,2006,34.2791666666,-14.2933333333,12640.0000,Cultural,Malawi,Afrique
1182,1012,Parc du Kinabalu,2000,116.5000000000,6.2500000000,75370.0000,Natural,Malaisie,Asie et pacifique
1183,1013,Parc national du Gunung Mulu,2000,114.9166700000,4.1333300000,52864.0000,Natural,Malaisie,Asie et pacifique
1871,1223,"Melaka et George Town, villes historiques du détroit de Malacca",2008,100.3458333333,5.4213888889,218.7600,Cultural,Malaisie,Asie et pacifique
1820,1396,Patrimoine archéologique de la vallée de Lenggong,2012,100.9723277778,5.0679083333,398.6400,Cultural,Malaisie,Asie et pacifique
127,116,Villes anciennes de Djenné,1988,-4.5550000000,13.9063900000,0.0000,Cultural,Mali,Afrique
131,119,Tombouctou,1988,-2.9994444440,16.7733333300,0.0000,Cultural,Mali,Afrique
602,516,Falaises de Bandiagara (pays dogon),1989,-3.4166700000,14.3333300000,327390.0000,Mixed,Mali,Afrique
1320,1139,Tombeau des Askia,2004,-0.0445600000,16.2898000000,4.2400,Cultural,Mali,Afrique
142,130,Ipogée de Ħal Saflieni ,1980,14.5073900000,35.8713400000,0.1300,Cultural,Malte,Europe et Amérique du nord
143,131,Ville de La Valette,1980,14.5144400000,35.9005600000,55.5000,Cultural,Malte,Europe et Amérique du nord
2121,132,Temples mégalithiques de Malte,1980,14.2694700000,36.0490800000,3.1550,Cultural,Malte,Europe et Amérique du nord
1684,1339,Site d’essais nucléaires de l’atoll de Bikini,2010,165.3805555556,11.6000000000,73500.0000,Cultural,Îles Marshall,Asie et pacifique
590,506,Parc national du banc d'Arguin,1989,-16.1088900000,20.2347200000,1200000.0000,Natural,Mauritanie,États arabes
884,750,"Anciens <I>ksour</I> de Ouadane, Chinguetti, Tichitt et Oualata",1996,-11.6236100000,20.9288900000,0.0000,Cultural,Mauritanie,États arabes
1404,1227,Aapravasi Ghat,2006,57.5031666666,-20.1586388889,0.1640,Cultural,Maurice,Afrique
1860,1259,Paysage culturel du Morne,2008,57.3283333333,-20.4519444444,349.6000,Cultural,Maurice,Afrique
473,410,Sian Ka'an,1987,-87.7916700000,19.3833300000,528000.0000,Natural,Mexique,Amérique latine et Caraïbes
474,411,Cité préhispanique et parc national de Palenque,1987,-92.0500000000,17.4833300000,1772.0000,Cultural,Mexique,Amérique latine et Caraïbes
475,412,Centre historique de Mexico et Xochimilco,1987,-99.1327800000,19.4183300000,0.0000,Cultural,Mexique,Amérique latine et Caraïbes
477,414,Cité préhispanique de Teotihuacan,1987,-98.8416700000,19.6916700000,3381.7100,Cultural,Mexique,Amérique latine et Caraïbes
478,415,Centre historique de Oaxaca et zone archéologique de Monte Alban,1987,-96.7216700000,17.0619400000,375.0000,Cultural,Mexique,Amérique latine et Caraïbes
479,416,Centre historique de Puebla,1987,-98.2083300000,19.0472200000,690.0000,Cultural,Mexique,Amérique latine et Caraïbes
561,482,Ville historique de Guanajuato et mines adjacentes,1988,-101.2555600000,21.0169400000,2167.5000,Cultural,Mexique,Amérique latine et Caraïbes
562,483,Ville préhispanique de Chichen - Itza,1988,-88.6000000000,20.6666700000,0.0000,Cultural,Mexique,Amérique latine et Caraïbes
652,554,Sanctuaire de baleines d'El Vizcaino,1993,-114.2277800000,27.7922200000,369631.0000,Natural,Mexique,Amérique latine et Caraïbes
662,560,"Zone archéologique de Paquimé, Casas Grandes",1998,-107.9555600000,30.3758300000,146.7200,Cultural,Mexique,Amérique latine et Caraïbes
692,585,Centre historique de Morelia,1991,-101.1916700000,19.7044400000,390.0000,Cultural,Mexique,Amérique latine et Caraïbes
749,631,"El Tajin, cité préhispanique",1992,-97.3775000000,20.4763900000,240.0000,Cultural,Mexique,Amérique latine et Caraïbes
800,676,Centre historique de Zacatecas,1993,-102.5555600000,22.7666700000,207.7200,Cultural,Mexique,Amérique latine et Caraïbes
830,702,Premiers monastères du XVIe siècle sur les versants du Popocatepetl,1994,-98.8977800000,18.9347200000,0.0000,Cultural,Mexique,Amérique latine et Caraïbes
845,714,Peintures rupestres de la Sierra de San Francisco,1993,-112.9161100000,27.6555600000,182600.0000,Cultural,Mexique,Amérique latine et Caraïbes
935,791,Ville précolombienne d'Uxmal,1996,-89.7702777800,20.3616666700,0.0000,Cultural,Mexique,Amérique latine et Caraïbes
936,792,Zone de monuments historiques de Querétaro,1996,-100.3666667000,20.5833333300,0.0000,Cultural,Mexique,Amérique latine et Caraïbes
963,815,"Hospice Cabañas, Guadalajara",1997,-103.3397222000,20.6738888900,0.0000,Cultural,Mexique,Amérique latine et Caraïbes
1013,862,Zone de monuments historiques de Tlacotalpan,1998,-95.6583333300,18.6083333300,75.0000,Cultural,Mexique,Amérique latine et Caraïbes
1046,895,Ville historique fortifiée de Campeche,1999,-90.5372200000,19.8463900000,181.0000,Cultural,Mexique,Amérique latine et Caraïbes
1094,939,Zone de monuments archéologiques de Xochicalco,1999,-99.2750000000,18.8102800000,707.6500,Cultural,Mexique,Amérique latine et Caraïbes
1963,1061,"Ancienne cité maya et forêts tropicales protégées de Calakmul, Campeche",2002,-89.7372833333,18.0530277778,331397.0000,Mixed,Mexique,Amérique latine et Caraïbes
1256,1079,Missions franciscaines de la Sierra Gorda de Querétaro,2003,-99.4641111100,21.2043888900,103.7000,Cultural,Mexique,Amérique latine et Caraïbes
1316,1136,Maison-atelier de Luis Barragán,2004,-99.1983333300,19.4183333300,0.1161,Cultural,Mexique,Amérique latine et Caraïbes
1873,1182,Îles et aires protégées du Golfe de Californie,2005,-112.5458300000,27.6266700000,688558.0000,Natural,Mexique,Amérique latine et Caraïbes
1386,1209,Paysage d’agaves et anciennes installations industrielles de Tequila,2006,-103.7786111111,20.8630555555,35018.8520,Cultural,Mexique,Amérique latine et Caraïbes
1427,1250,Campus central de la cité universitaire de l’<i>Universidad Nacional Autónoma de Mexico</i> (UNAM),2007,-99.1880555555,19.3322222222,176.5000,Cultural,Mexique,Amérique latine et Caraïbes
1493,1274,Ville protégée de San Miguel et sanctuaire de Jésus Nazareno de Atotonilco,2008,-100.7463888889,20.9144444444,46.9500,Cultural,Mexique,Amérique latine et Caraïbes
1521,1290,Réserve de biosphère du papillon monarque,2008,-100.2416666667,19.6063888889,13551.5520,Natural,Mexique,Amérique latine et Caraïbes
1691,1351,Camino Real de Tierra Adentro,2010,-102.3791666667,22.6080555556,3101.9100,Cultural,Mexique,Amérique latine et Caraïbes
1693,1352,Grottes préhistoriques de Yagul et Mitla au centre de la vallée de Oaxaca,2010,-96.4211111111,16.9508333333,1515.1700,Cultural,Mexique,Amérique latine et Caraïbes
1858,1410,Réserve de biosphère El Pinacate et le Grand désert d’Altar,2013,-113.9166666667,32.0000000000,714566.0000,Natural,Mexique,Amérique latine et Caraïbes
2024,1463,Système hydraulique de l'aqueduc de Padre Tembleque,2015,-98.6625666667,19.8352777778,6540.0000,Cultural,Mexique,Amérique latine et Caraïbes
2102,1510,Archipel de Revillagigedo,2016,-110.9752777778,18.7880555556,636685.3750,Natural,Mexique,Amérique latine et Caraïbes
2093,1503,Nan Madol : centre cérémoniel de la Micronésie orientale,2016,158.3308333333,6.8397222222,76.7000,Cultural,Micronésie (Etats fédérés de),Asie et pacifique
1259,1081,Paysage culturel de la vallée de l’Orkhon,2004,102.8313889000,47.5566666700,121967.0000,Cultural,Mongolie,Asie et pacifique
1773,1382,Ensembles de pétroglyphes de l'Altaï mongol,2011,88.3952777778,49.3338888889,11300.0000,Cultural,Mongolie,Asie et pacifique
2018,1440,Grande montagne Burkhan Khaldun et son paysage sacré environnant,2015,109.0093277778,48.7619777778,443739.2000,Cultural,Mongolie,Asie et pacifique
109,100,Parc national de Durmitor,1980,19.0166000000,43.1330000000,32100.0000,Natural,Monténégro,Europe et Amérique du nord
